 87 38 0.0  8.428 1.00E+3 3.00E+2 11.13
 88 38 4.5 11.113 1.21E+2 1.30E+1 10.05
 89 38 0.0  6.365 1.20E+4 2.00E+3 10.67
 90 39 0.5  6.857 1.20E+3 2.00E+2 10.66
 91 40 0.0  7.195 6.40E+3 1.10E+3 10.45
 92 40 2.5  8.635 3.00E+2 8.00E+1 11.99
 93 40 0.0  6.734 2.60E+3 7.00E+2 12.29
 95 40 0.0  6.463 2.50E+3 4.00E+2 12.88
 97 40 0.0  5.579 3.00E+3 8.00E+2 14.43
 94 41 4.5  7.230 7.40E+1 1.00E+1 12.47
 93 42 0.0  8.067 1.80E+3 3.00E+2 10.99
 95 42 0.0  7.367 1.15E+3 3.50E+2 12.52
 96 42 2.5  9.154 9.10E+1 1.10E+1 12.87
 97 42 0.0  6.821 9.80E+2 1.40E+2 13.70
 98 42 2.5  8.643 7.80E+1 1.00E+1 13.89
 99 42 0.0  5.926 9.70E+2 2.20E+2 15.62
101 42 0.0  5.399 7.00E+2 5.00E+1 17.67
100 43 4.5  6.764 2.60E+1 5.00E+0 15.07
100 44 2.5  9.673 3.40E+1 7.00E+0 13.46
102 44 2.5  9.220 1.80E+1 2.00E+0 15.05
103 44 0.0  6.232 5.50E+2 1.50E+2 15.95
104 44 2.5  8.909 7.50E+0 3.80E+0 16.92
104 45 0.5  7.000 3.70E+1 4.00E+0 15.45
105 46 0.0  7.094 2.40E+2 3.00E+1 15.51
106 46 2.5  9.562 1.33E+1 1.70E+0 14.95
107 46 0.0  6.535 2.70E+2 9.00E+1 16.56
108 46 2.5  9.219 1.20E+1 2.00E+0 15.68
109 46 0.0  6.154 2.00E+2 8.00E+1 18.06
111 46 0.0  5.750 3.60E+2 4.70E+1 18.13
108 47 0.5  7.270 3.10E+1 6.00E+0 15.37
110 47 0.5  6.809 2.20E+1 4.00E+0 16.75
107 48 0.0  7.930 1.35E+2 3.50E+1 14.90
109 48 0.0  7.347 1.20E+2 3.00E+1 16.15
111 48 0.0  6.975 1.55E+2 2.00E+1 16.58
112 48 0.5  9.399 2.60E+1 4.00E+0 15.66
113 48 0.0  6.540 2.00E+2 4.00E+1 17.19
114 48 0.5  9.043 2.70E+1 3.50E+0 16.26
115 48 0.0  6.141 2.35E+2 3.50E+1 17.95
117 48 0.0  5.768 3.90E+2 9.00E+1 18.12
114 49 4.5  7.275 7.80E+0 1.10E+0 15.82
116 49 4.5  6.784 1.07E+1 6.00E-1 16.29
113 50 0.0  7.746 1.57E+2 5.20E+1 15.15 
115 50 0.0  7.546 2.30E+2 8.00E+1 15.00
116 50 0.5  9.563 4.40E+1 2.20E+1 14.73
117 50 0.0  6.945 3.80E+2 1.30E+2 15.40
118 50 0.5  9.327 4.50E+1 1.00E+1 15.10
119 50 0.0  6.486 6.00E+2 1.50E+2 15.66
120 50 0.5  9.107 6.20E+1 1.20E+1 15.05
121 50 0.0  6.172 1.00E+3 3.00E+2 15.54
123 50 0.0  5.946 1.60E+3 8.00E+2 15.34
125 50 0.0  5.733 2.50E+3 1.20E+3 15.13
122 51 2.5  6.807 1.80E+1 2.00E+0 16.01
124 51 3.5  6.467 2.40E+1 2.40E+0 16.04
123 52 0.0  6.934 1.40E+2 5.00E+1 17.14
124 52 0.5  9.425 1.80E+1 4.00E+0 16.31
125 52 0.0  6.571 2.20E+2 5.00E+1 17.23
126 52 0.5  9.114 3.80E+1 3.00E+0 15.82
127 52 0.0  6.291 6.00E+2 1.00E+2 16.27
129 52 0.0  6.086 2.00E+3 6.00E+2 14.81
131 52 0.0  5.930 5.70E+3 8.00E+2 13.53
128 53 2.5  6.826 1.90E+1 5.00E+0 16.06
130 53 3.5  6.463 2.70E+1 5.00E+0 16.03
125 54 0.0  7.603 6.30E+1 3.00E+0 17.03
129 54 0.0  6.908 2.60E+2 1.60E+1 16.33
130 54 0.5  9.255 3.20E+1 3.00E+0 15.86
131 54 0.0  6.616 1.90E+2 6.00E+1 17.55
132 54 1.5  8.936 4.00E+1 1.50E+1 15.22
133 54 0.0  6.447 7.50E+2 2.30E+1 15.71
136 54 1.5  7.993 5.00E+2 1.00E+2 13.27
134 55 3.5  6.892 2.00E+1 2.00E+0 15.75
135 55 4.0  8.827 1.30E+1 2.40E+0 14.66
137 55 5.0  8.272 5.80E+1 1.20E+1 13.44
131 56 0.0  7.493 6.60E+1 7.00E+0 17.31
133 56 0.0  7.190 1.35E+2 3.30E+1 16.87
135 56 0.0  6.973 3.80E+2 1.00E+2 15.74
136 56 1.5  9.107 3.50E+1 9.00E+0 15.16
137 56 0.0  6.899 9.20E+2 2.00E+2 14.58
138 56 1.5  8.611 2.00E+2 6.50E+1 13.59
139 56 0.0  4.723 1.40E+4 4.00E+3 14.94
139 57 5.0  8.778 2.10E+1 3.00E+0 14.10
140 57 3.5  5.161 2.40E+2 1.00E+1 15.53
137 58 0.0  7.482 1.00E+2 1.30E+1 16.51
141 58 0.0  5.429 3.00E+3 1.00E+3 15.92
142 59 2.5  5.843 6.50E+1 1.50E+1 16.48
143 60 0.0  6.124 6.63E+2 7.00E+1 16.86
144 60 3.5  7.817 3.65E+1 4.00E+0 16.87
145 60 0.0  5.755 5.40E+2 6.50E+1 18.23
146 60 3.5  7.565 1.70E+1 1.60E+0 18.77
147 60 0.0  5.292 3.30E+2 4.00E+1 20.68
148 60 2.5  7.333 5.00E+0 2.00E+0 22.02
149 60 0.0  5.039 1.67E+2 2.10E+1 23.10
151 60 0.0  5.335 1.74E+2 2.00E+1 22.09
148 61 3.5  5.894 5.70E+0 1.50E+0 20.34
148 62 3.5  8.141 5.70E+0 5.00E-1 19.22
150 62 3.5  7.986 2.50E+0 2.50E-1 21.07
151 62 0.0  5.597 6.80E+1 1.00E+1 23.02
152 62 3.5  8.258 1.30E+0 2.00E-1 21.47
153 62 0.0  5.868 6.00E+1 2.00E+1 22.32
155 62 0.0  5.807 1.30E+2 1.30E+1 21.00
152 63 2.5  6.305 8.50E-1 1.40E-1 22.98
153 63 3.0  8.553 2.50E-1 2.00E-2 21.54
154 63 2.5  6.442 1.30E+0 2.00E-1 21.96
155 63 3.0  8.152 9.20E-1 1.70E-1 20.27
156 63 2.5  6.336 4.80E+0 4.00E-1 20.04
153 64 0.0  6.247 1.50E+1 2.00E+0 23.06
155 64 0.0  6.435 1.55E+1 1.50E+0 23.12
156 64 1.5  8.536 1.60E+0 1.60E-1 21.37
157 64 0.0  6.360 4.40E+1 5.00E+0 21.39
158 64 1.5  7.937 4.90E+0 4.00E-1 21.02
159 64 0.0  5.943 8.60E+1 4.00E+0 21.48
161 64 0.0  5.635 2.02E+2 2.00E+1 20.86
160 65 1.5  6.260 3.50E+0 1.50E+0 21.13
159 66 0.0  6.831 3.00E+1 6.00E+0 20.81
161 66 0.0  6.453 2.73E+1 1.70E+0 22.12
162 66 2.5  8.197 2.00E+0 1.20E+0 21.34
163 66 0.0  6.271 6.46E+1 9.00E+0 21.08
164 66 2.5  7.658 5.00E+0 8.00E-1 21.21
165 66 0.0  5.716 1.70E+2 2.50E+1 21.01
166 67 3.5  6.244 2.70E+0 5.00E-1 21.16
163 68 0.0  6.902 8.00E+0 1.10E+0 23.08
165 68 0.0  6.650 2.30E+1 3.00E+0 21.90
167 68 0.0  6.436 4.30E+1 4.30E+0 21.43
168 68 3.5  7.771 3.00E+0 5.00E-1 21.49
169 68 0.0  6.003 9.40E+1 1.00E+1 21.32
171 68 0.0  5.682 1.50E+2 1.50E+1 21.52
170 69 0.5  6.593 6.00E+0 1.00E+0 21.03
169 70 0.0  6.867 2.26E+1 1.30E+0 21.41
171 70 0.0  6.615 2.30E+1 3.00E+0 22.14
172 70 0.5  8.020 5.80E+0 5.00E-1 21.79
173 70 0.0  6.367 6.30E+1 3.00E+0 21.04
174 70 2.5  7.464 7.80E+0 9.00E-1 21.04
175 70 0.0  5.822 1.62E+2 1.80E+1 20.97
177 70 0.0  5.567 1.85E+2 2.00E+1 21.62
176 71 3.5  6.293 2.10E+0 2.70E-1 21.70
177 71 7.0  7.072 1.30E+0 1.80E-1 22.48
175 72 0.0  6.709 1.60E+1 3.00E+0 22.18
177 72 0.0  6.384 3.20E+1 7.00E+0 22.36
178 72 3.5  7.626 2.40E+0 3.00E-1 22.42
179 72 0.0  6.100 5.30E+1 7.40E+0 22.33
180 72 4.5  7.388 3.80E+0 3.80E-1 22.09
181 72 0.0  5.696 1.00E+2 4.00E+1 22.49
181 73 8.0  7.577 1.10E+0 1.00E-1 21.28
182 73 3.5  6.063 4.30E+0 3.00E-1 21.19
183 73 3.0  6.934 3.60E+0 7.20E-1 21.55
181 74 0.0  6.683 1.80E+1 4.00E+0 22.72
183 74 0.0  6.191 5.00E+1 1.20E+1 22.22
184 74 0.5  7.412 1.20E+1 1.00E+0 22.38
185 74 0.0  5.754 8.70E+1 8.70E+0 22.65
187 74 0.0  5.466 1.25E+2 9.00E+0 22.98
186 75 2.5  6.178 3.30E+0 3.00E-1 21.80
188 75 2.5  5.872 3.50E+0 4.20E-1 22.64
187 76 0.0  6.291 3.00E+1 6.00E+0 22.95
188 76 0.5  7.989 4.40E+0 2.00E-1 22.57
189 76 0.0  5.922 4.00E+1 2.00E+0 23.70
190 76 1.5  7.793 3.30E+0 2.00E-1 22.48
191 76 0.0  5.758 7.00E+1 5.00E+0 23.18
193 76 0.0  5.584 1.15E+2 1.00E+1 22.83
192 77 1.5  6.212 3.30E+0 3.00E-1 22.52
193 77 4.0  7.757 6.30E-1 1.00E-1 22.21
194 77 1.5  6.067 7.70E+0 8.00E-1 21.41
195 78 0.0  6.105 2.40E+2 7.50E+1 19.73
196 78 0.5  7.922 1.80E+1 3.00E+0 20.37
197 78 0.0  5.846 3.80E+2 1.00E+2 19.66
198 79 1.5  6.512 1.62E+1 3.00E-1 19.07
200 80 0.5  8.029 8.40E+1 1.80E+1 17.63
201 80 0.0  6.230 1.30E+3 1.00E+2 16.57
202 80 1.5  7.755 1.10E+2 2.00E+1 16.75
203 80 0.0  5.933 2.50E+3 1.30E+3 16.19
204 81 0.5  6.656 3.60E+2 5.00E+1 15.15
206 81 0.5  6.503 4.00E+3 1.50E+3 12.13
205 82 0.0  6.732 2.70E+3 6.00E+2 14.46
207 82 0.0  6.738 2.40E+4 4.00E+3 11.44
208 82 0.5  7.368 1.90E+4 6.00E+3 11.04
209 82 0.0  3.937 3.50E+5 1.50E+5 12.45
210 83 4.5  4.605 4.50E+3 6.00E+2 13.15
227 88 0.0  4.561 4.88E+1 1.04E+1 30.41
230 90 2.5  6.793 5.30E-1 1.50E-1 29.54
231 90 0.0  5.118 9.60E+0 1.30E+0 31.42
233 90 0.0  4.786 1.90E+1 6.00E+0 31.68
232 91 1.5  5.570 4.50E-1 7.00E-2 29.78
234 91 1.5  5.220 5.90E-1 9.00E-2 30.87
235 91 0.0  6.090 6.90E-1 9.00E-2 32.70
233 92 0.0  5.744 4.60E+0 7.00E-1 30.03
234 92 2.5  6.843 5.50E-1 5.00E-2 29.26
235 92 0.0  5.298 1.06E+1 5.00E+0 30.26
236 92 3.5  6.545 4.40E-1 6.00E-2 30.66
237 92 0.0  5.126 1.54E+1 1.00E+0 30.34
238 92 0.5  6.153 3.50E+0 8.00E-1 30.65
239 92 0.0  4.806 2.08E+1 2.00E+0 31.44
238 93 2.5  5.488 5.20E-1 4.00E-2 29.14
239 94 0.0  5.647 9.00E+0 7.00E-1 28.99
240 94 0.5  6.534 2.30E+0 1.00E-1 29.79
241 94 0.0  5.242 1.36E+1 4.00E-1 30.09
242 94 2.5  6.310 9.00E-1 1.00E-1 30.75
243 94 0.0  5.034 1.75E+1 2.10E+0 30.61
245 94 0.0  4.699 2.40E+1 5.00E+0 31.69
242 95 2.5  5.539 5.50E-1 1.30E-1 28.89
243 95 1.0  6.364 4.00E-1 8.00E-2 30.42
244 95 2.5  5.366 6.00E-1 6.00E-2 29.46
243 96 0.0  5.695 1.28E+1 2.70E+0 28.03
244 96 2.5  6.800 8.10E-1 1.00E-1 28.67
245 96 0.0  5.522 1.20E+1 1.00E+0 29.06
246 96 0.5  6.456 1.90E+0 8.00E-1 30.69
247 96 0.0  5.156 3.20E+1 5.00E+0 28.54
248 96 4.5  6.212 1.40E+0 3.00E-1 29.32
249 96 0.0  4.714 3.30E+1 5.00E+0 30.95
250 97 3.5  4.967 1.00E+0 1.00E-1 29.73
250 98 4.5  6.622 7.00E-1 1.00E-1 29.01
253 98 0.0  4.805 2.70E+1 4.00E+0 31.08

